row_id,label,group,source_path,source_sha256,official_split
0,Bark,d7dce1c90e6068e56f4aa80eb4b239303b4eab492378e276d03255854bcb2605,results/confirmatory/recovery/vistex/staging/VisionTexture/VisTex/Images/Reference/Bark/Bark.0000.ppm,d7dce1c90e6068e56f4aa80eb4b239303b4eab492378e276d03255854bcb2605,NONE_DEFINED_BY_ARCHIVE
1,Bark,1fa0ac8b6c3a9133dc8f732b0b42468d77fc582dbdde41080d439f38e1e258d1,results/confirmatory/recovery/vistex/staging/VisionTexture/VisTex/Images/Reference/Bark/Bark.0001.ppm,1fa0ac8b6c3a9133dc8f732b0b42468d77fc582dbdde41080d439f38e1e258d1,NONE_DEFINED_BY_ARCHIVE
2,Bark,8a698116d76a57a92572796b7b9fe19c407d47f653e58a306075f7bc7d74dadd,results/confirmatory/recovery/vistex/staging/VisionTexture/VisTex/Images/Reference/Bark/Bark.0002.ppm,8a698116d76a57a92572796b7b9fe19c407d47f653e58a306075f7bc7d74dadd,NONE_DEFINED_BY_ARCHIVE
3,Bark,3c0cc78e7acdd7029d13b7d20a2dbe82bde2b42153c2b0a4870e41abbc16cddb,results/confirmatory/recovery/vistex/staging/VisionTexture/VisTex/Images/Reference/Bark/Bark.0003.ppm,3c0cc78e7acdd7029d13b7d20a2dbe82bde2b42153c2b0a4870e41abbc16cddb,NONE_DEFINED_BY_ARCHIVE
4,Bark,8b9dc9753bfc27ae0502f747fb644d43cac4b07bba0fdd243de31e38ac2f7259,results/confirmatory/recovery/vistex/staging/VisionTexture/VisTex/Images/Reference/Bark/Bark.0004.ppm,8b9dc9753bfc27ae0502f747fb644d43cac4b07bba0fdd243de31e38ac2f7259,NONE_DEFINED_BY_ARCHIVE
5,Bark,c0f0a5d440f16775189faf054d96014818122e05c6be6180c443671b18457b8b,results/confirmatory/recovery/vistex/staging/VisionTexture/VisTex/Images/Reference/Bark/Bark.0005.ppm,c0f0a5d440f16775189faf054d96014818122e05c6be6180c443671b18457b8b,NONE_DEFINED_BY_ARCHIVE
6,Bark,6cda72cf18c3546c70363bd7d4e95e6e7edb7e2633e1506b0bc84f32b3cf8c8f,results/confirmatory/recovery/vistex/staging/VisionTexture/VisTex/Images/Reference/Bark/Bark.0006.ppm,6cda72cf18c3546c70363bd7d4e95e6e7edb7e2633e1506b0bc84f32b3cf8c8f,NONE_DEFINED_BY_ARCHIVE
7,Bark,a41bcda5002558b515fd6a73b75c10e18a45df7d8c93f97aac38512ddb958785,results/confirmatory/recovery/vistex/staging/VisionTexture/VisTex/Images/Reference/Bark/Bark.0007.ppm,a41bcda5002558b515fd6a73b75c10e18a45df7d8c93f97aac38512ddb958785,NONE_DEFINED_BY_ARCHIVE
8,Bark,7d332e45dd7c641ee32b25f5737de58fb97c3ed910b9a13be4b84385154c9a35,results/confirmatory/recovery/vistex/staging/VisionTexture/VisTex/Images/Reference/Bark/Bark.0008.ppm,7d332e45dd7c641ee32b25f5737de58fb97c3ed910b9a13be4b84385154c9a35,NONE_DEFINED_BY_ARCHIVE
9,Bark,f010b6808d556cf3e74c8ce967de14fd80d74a8242b8a413638aa9e0b4e04e56,results/confirmatory/recovery/vistex/staging/VisionTexture/VisTex/Images/Reference/Bark/Bark.0009.ppm,f010b6808d556cf3e74c8ce967de14fd80d74a8242b8a413638aa9e0b4e04e56,NONE_DEFINED_BY_ARCHIVE
