row_id,label,group,source_path,source_sha256,official_split
0,Bark,d7dce1c90e6068e56f4aa80eb4b239303b4eab492378e276d03255854bcb2605,data/confirmatory_sources/VisTex/extracted/VisionTexture/VisTex/Images/Reference/Bark/Bark.0000.ppm,d7dce1c90e6068e56f4aa80eb4b239303b4eab492378e276d03255854bcb2605,REEXTRACT_REQUIRED_NO_OFFICIAL_SPLIT
1,Bark,1fa0ac8b6c3a9133dc8f732b0b42468d77fc582dbdde41080d439f38e1e258d1,data/confirmatory_sources/VisTex/extracted/VisionTexture/VisTex/Images/Reference/Bark/Bark.0001.ppm,1fa0ac8b6c3a9133dc8f732b0b42468d77fc582dbdde41080d439f38e1e258d1,REEXTRACT_REQUIRED_NO_OFFICIAL_SPLIT
2,Bark,8a698116d76a57a92572796b7b9fe19c407d47f653e58a306075f7bc7d74dadd,data/confirmatory_sources/VisTex/extracted/VisionTexture/VisTex/Images/Reference/Bark/Bark.0002.ppm,8a698116d76a57a92572796b7b9fe19c407d47f653e58a306075f7bc7d74dadd,REEXTRACT_REQUIRED_NO_OFFICIAL_SPLIT
3,Bark,3c0cc78e7acdd7029d13b7d20a2dbe82bde2b42153c2b0a4870e41abbc16cddb,data/confirmatory_sources/VisTex/extracted/VisionTexture/VisTex/Images/Reference/Bark/Bark.0003.ppm,3c0cc78e7acdd7029d13b7d20a2dbe82bde2b42153c2b0a4870e41abbc16cddb,REEXTRACT_REQUIRED_NO_OFFICIAL_SPLIT
4,Bark,8b9dc9753bfc27ae0502f747fb644d43cac4b07bba0fdd243de31e38ac2f7259,data/confirmatory_sources/VisTex/extracted/VisionTexture/VisTex/Images/Reference/Bark/Bark.0004.ppm,8b9dc9753bfc27ae0502f747fb644d43cac4b07bba0fdd243de31e38ac2f7259,REEXTRACT_REQUIRED_NO_OFFICIAL_SPLIT
5,Bark,c0f0a5d440f16775189faf054d96014818122e05c6be6180c443671b18457b8b,data/confirmatory_sources/VisTex/extracted/VisionTexture/VisTex/Images/Reference/Bark/Bark.0005.ppm,c0f0a5d440f16775189faf054d96014818122e05c6be6180c443671b18457b8b,REEXTRACT_REQUIRED_NO_OFFICIAL_SPLIT
6,Bark,6cda72cf18c3546c70363bd7d4e95e6e7edb7e2633e1506b0bc84f32b3cf8c8f,data/confirmatory_sources/VisTex/extracted/VisionTexture/VisTex/Images/Reference/Bark/Bark.0006.ppm,6cda72cf18c3546c70363bd7d4e95e6e7edb7e2633e1506b0bc84f32b3cf8c8f,REEXTRACT_REQUIRED_NO_OFFICIAL_SPLIT
7,Bark,a41bcda5002558b515fd6a73b75c10e18a45df7d8c93f97aac38512ddb958785,data/confirmatory_sources/VisTex/extracted/VisionTexture/VisTex/Images/Reference/Bark/Bark.0007.ppm,a41bcda5002558b515fd6a73b75c10e18a45df7d8c93f97aac38512ddb958785,REEXTRACT_REQUIRED_NO_OFFICIAL_SPLIT
8,Bark,7d332e45dd7c641ee32b25f5737de58fb97c3ed910b9a13be4b84385154c9a35,data/confirmatory_sources/VisTex/extracted/VisionTexture/VisTex/Images/Reference/Bark/Bark.0008.ppm,7d332e45dd7c641ee32b25f5737de58fb97c3ed910b9a13be4b84385154c9a35,REEXTRACT_REQUIRED_NO_OFFICIAL_SPLIT
9,Bark,f010b6808d556cf3e74c8ce967de14fd80d74a8242b8a413638aa9e0b4e04e56,data/confirmatory_sources/VisTex/extracted/VisionTexture/VisTex/Images/Reference/Bark/Bark.0009.ppm,f010b6808d556cf3e74c8ce967de14fd80d74a8242b8a413638aa9e0b4e04e56,REEXTRACT_REQUIRED_NO_OFFICIAL_SPLIT
10,Bark,c3c5598138d27dc70beedcbe1b4272647a5ea84f6951c5338b40c115429bda2d,data/confirmatory_sources/VisTex/extracted/VisionTexture/VisTex/Images/Reference/Bark/Bark.0010.ppm,c3c5598138d27dc70beedcbe1b4272647a5ea84f6951c5338b40c115429bda2d,REEXTRACT_REQUIRED_NO_OFFICIAL_SPLIT
11,Bark,ef0707bfbf24bf6197fc13821ce4465ad5fd8fe918b20d37d0ca86f4a1284358,data/confirmatory_sources/VisTex/extracted/VisionTexture/VisTex/Images/Reference/Bark/Bark.0011.ppm,ef0707bfbf24bf6197fc13821ce4465ad5fd8fe918b20d37d0ca86f4a1284358,REEXTRACT_REQUIRED_NO_OFFICIAL_SPLIT
12,Bark,15f47d93cc6aec4b35b4bf6876f0f664b2b8833378ac4dd46fb2aeda51e80b60,data/confirmatory_sources/VisTex/extracted/VisionTexture/VisTex/Images/Reference/Bark/Bark.0012.ppm,15f47d93cc6aec4b35b4bf6876f0f664b2b8833378ac4dd46fb2aeda51e80b60,REEXTRACT_REQUIRED_NO_OFFICIAL_SPLIT
13,Brick,e277bcdfa6c58096a09d6396bc1fe4c609450dac3482b488edb44d32d83335b5,data/confirmatory_sources/VisTex/extracted/VisionTexture/VisTex/Images/Reference/Brick/Brick.0000.ppm,e277bcdfa6c58096a09d6396bc1fe4c609450dac3482b488edb44d32d83335b5,REEXTRACT_REQUIRED_NO_OFFICIAL_SPLIT
14,Brick,8128b549cbe1ecd10bb98352889968c8e1c8cac8b8908dd396bbfc27b8a9140e,data/confirmatory_sources/VisTex/extracted/VisionTexture/VisTex/Images/Reference/Brick/Brick.0001.ppm,8128b549cbe1ecd10bb98352889968c8e1c8cac8b8908dd396bbfc27b8a9140e,REEXTRACT_REQUIRED_NO_OFFICIAL_SPLIT
