row_id,label,group,source_path,source_sha256,official_split
0,fabric,db937153248855736be2d50cedc4e60c486d848e5f38f0d1ffc6a881e15383a1,data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_001_new.jpg,db937153248855736be2d50cedc4e60c486d848e5f38f0d1ffc6a881e15383a1,UNSPECIFIED_BY_PRIMARY_ARCHIVE
1,fabric,87c2433dff6b485802c64a1093c98d08483b65ab1e63ca6f4a15880a0e1a5343,data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_002_new.jpg,87c2433dff6b485802c64a1093c98d08483b65ab1e63ca6f4a15880a0e1a5343,UNSPECIFIED_BY_PRIMARY_ARCHIVE
2,fabric,2972ae3f49abd8d30b71f264f3f259d41309a3b4dd05e5326ece977792877145,data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_003_new.jpg,2972ae3f49abd8d30b71f264f3f259d41309a3b4dd05e5326ece977792877145,UNSPECIFIED_BY_PRIMARY_ARCHIVE
3,fabric,e80109d2e934522b41ee20e111accb461c5eebe5d5b9e6e1490deface1b5cf5c,data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_004_new.jpg,e80109d2e934522b41ee20e111accb461c5eebe5d5b9e6e1490deface1b5cf5c,UNSPECIFIED_BY_PRIMARY_ARCHIVE
4,fabric,925410c7dbeef09c9732e028cdc802a403b5433bbafdfb117e92806197bc0103,data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_005_new.jpg,925410c7dbeef09c9732e028cdc802a403b5433bbafdfb117e92806197bc0103,UNSPECIFIED_BY_PRIMARY_ARCHIVE
5,fabric,f62936221d0055934773dbbada0d7800a3eecd2ac5cdd50b7c01e69e48a4c345,data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_006_new.jpg,f62936221d0055934773dbbada0d7800a3eecd2ac5cdd50b7c01e69e48a4c345,UNSPECIFIED_BY_PRIMARY_ARCHIVE
6,fabric,15348de9a9ddfb2e82f6c8c94a8e2f06a17a2d4292084dd2ce5d1bc65ccfc8dd,data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_007_new.jpg,15348de9a9ddfb2e82f6c8c94a8e2f06a17a2d4292084dd2ce5d1bc65ccfc8dd,UNSPECIFIED_BY_PRIMARY_ARCHIVE
7,fabric,4e131646c816df52472678fc4a6c03fc328ab52fa9b3213c7f99bc9ea29a1449,data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_008_new.jpg,4e131646c816df52472678fc4a6c03fc328ab52fa9b3213c7f99bc9ea29a1449,UNSPECIFIED_BY_PRIMARY_ARCHIVE
8,fabric,bdf13698737e2a989ee07d2926d0317791c729e7e41cb26d57a8b36d759cebfb,data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_009_new.jpg,bdf13698737e2a989ee07d2926d0317791c729e7e41cb26d57a8b36d759cebfb,UNSPECIFIED_BY_PRIMARY_ARCHIVE
9,fabric,34fb2fdc69646b77d6802ffa7244abd11d2f6f162d2b58ec5bd69b477617e44b,data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_010_new.jpg,34fb2fdc69646b77d6802ffa7244abd11d2f6f162d2b58ec5bd69b477617e44b,UNSPECIFIED_BY_PRIMARY_ARCHIVE
10,fabric,45d603d1ec869bc4c24061fd5d3ee488f4fb7377990715182cf40e379bc84800,data/confirmatory_sources/FMD/extracted/image/fabric/fabric_moderate_011_new.jpg,45d603d1ec869bc4c24061fd5d3ee488f4fb7377990715182cf40e379bc84800,UNSPECIFIED_BY_PRIMARY_ARCHIVE
